2029142016,2036142080,7000064
2033565696,2028888064,-4677632
2004566016,2000560128,-4005888
2000449536,2000715776,266240
1985523712,1985622016,98304
1985966080,1986666496,700416
1981145088,1981190144,45056
1950908416,1966391296,15482880
2019909632,2018918400,-991232
2021416960,2023862272,2445312
2038865920,2032066560,-6799360
2020397056,2021437440,1040384
2024718336,2025078784,360448
2022572032,2025623552,3051520
2025607168,2035617792,10010624
2037702656,2044293120,6590464
2037850112,2052595712,14745600
2035838976,2043224064,7385088
2042425344,2049617920,7192576
2020462592,2053947392,33484800
2261381120,2255003648,-6377472
2291458048,2292383744,925696
2290638848,2290778112,139264
2279538688,2279534592,-4096
2289569792,2291314688,1744896
2265735168,2265718784,-16384
2260983808,2263490560,2506752
2264096768,2253848576,-10248192
2268684288,2301562880,32878592
2297896960,2305515520,7618560
2298953728,2303639552,4685824
2312851456,2332577792,19726336
2297843712,2307399680,9555968
2309017600,2314801152,5783552
2311639040,2306269184,-5369856
2309058560,2309210112,151552
2314022912,2314043392,20480
2308497408,2299875328,-8622080
2317258752,2317570048,311296
2300399616,2303381504,2981888
1843957760,1836908544,-7049216
1824415744,1824407552,-8192
1814622208,1806385152,-8237056
1795805184,1800339456,4534272
1782325248,1796517888,14192640
1777569792,1781927936,4358144
1764843520,1779687424,14843904
1762426880,1758121984,-4304896
1772179456,1795465216,23285760
1781227520,1794441216,13213696
1804611584,1807941632,3330048
1799852032,1799901184,49152
1801781248,1799270400,-2510848
1797849088,1793486848,-4362240
1807851520,1813348352,5496832
1802280960,1817690112,15409152
1821700096,1821683712,-16384
1816211456,1812447232,-3764224
1822511104,1819418624,-3092480
1798815744,1798815744,0
